assists,champLevel,creepsPerMinDeltas,csDiffPerMinDeltas,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,goldEarned,goldPerMinDeltas,goldSpent,kills,lane,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,role,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCrowdControlDealt,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas
22.0,14.0,"{'10-20': 0.8, '0-10': 1}","{'10-20': -0.1499999999999999, '0-10': 0.10000000000000009}",1010.0,719.0,9101.0,"{'10-20': -226.09999999999997, '0-10': -146.2}","{'10-20': 458.9, '0-10': 211.89999999999998}",3.0,9475.0,"{'10-20': 304, '0-10': 307}",8100.0,3.0,BOTTOM,0.0,0.0,0.0,2,3602.0,1453.0,5626.0,DUO_SUPPORT,37.0,14105.0,6173.0,13160.0,5512.0,23.0,240.0,0.0,0.0,316.0,85.0,12.0,11.0,44.0,True,"{'10-20': -128.5, '0-10': 56.2}","{'10-20': 240.5, '0-10': 339.6}"
12.0,10.0,"{'10-20': 1.2, '0-10': 1.3}","{'10-20': -0.5999999999999999, '0-10': 0.3000000000000005}",1495.0,1000.0,6892.0,"{'10-20': -207.84999999999997, '0-10': 53.099999999999994}","{'10-20': 446.9, '0-10': 239.20000000000002}",4.0,6250.0,"{'10-20': 346.1, '0-10': 160.4}",5150.0,0.0,BOTTOM,0.0,0.0,0.0,10,3751.0,282.0,2030.0,DUO_SUPPORT,23.0,14354.0,2990.0,8479.0,801.0,26.0,70.0,4430.0,294.0,140.0,41.0,4.0,5.0,21.0,True,"{'10-20': -64.09999999999997, '0-10': 18.19999999999999}","{'10-20': 311.3, '0-10': 212.8}"
16.0,9.0,"{'10-20': 0.5, '0-10': 1.3}","{'10-20': 1.5000000000000002, '0-10': -0.7500000000000004}",934.0,422.0,9916.0,"{'10-20': -420.85, '0-10': 27.05000000000001}","{'10-20': 431.4, '0-10': 343.9}",3.0,6024.0,"{'10-20': 357.4, '0-10': 191.5}",5860.0,2.0,BOTTOM,0.0,0.0,0.0,8,495.0,0.0,6756.0,DUO_SUPPORT,24.0,17577.0,5640.0,8374.0,421.0,18.0,47.0,2778.0,508.0,863.0,44.0,7.0,5.0,22.0,True,"{'10-20': 183.04999999999995, '0-10': -7.250000000000014}","{'10-20': 410.9, '0-10': 190.7}"
16.0,12.0,"{'10-20': 1.7999999999999998, '0-10': 1.3}","{'10-20': 0.9499999999999997, '0-10': -0.10000000000000053}",1118.0,111.0,17375.0,"{'10-20': -131.95000000000005, '0-10': 25.299999999999983}","{'10-20': 327.29999999999995, '0-10': 331.8}",4.0,6848.0,"{'10-20': 251.5, '0-10': 195.10000000000002}",6525.0,1.0,BOTTOM,0.0,0.0,0.0,8,6430.0,1597.0,7316.0,DUO_SUPPORT,44.0,18730.0,4441.0,10790.0,1032.0,35.0,146.0,7123.0,519.0,132.0,37.0,7.0,9.0,16.0,True,"{'10-20': 50.19999999999999, '0-10': -1.4500000000000028}","{'10-20': 289.4, '0-10': 257.1}"
15.0,10.0,"{'10-20': 1.7000000000000002, '0-10': 1.7}",,189.0,40.0,11537.0,,"{'10-20': 391.9, '0-10': 475.9}",2.0,7112.0,"{'10-20': 380.8, '0-10': 259.9}",7100.0,5.0,BOTTOM,1.0,1.0,0.0,1,3519.0,773.0,5697.0,SOLO,19.0,19960.0,5089.0,8686.0,1652.0,34.0,42.0,7256.0,810.0,318.0,39.0,10.0,4.0,24.0,True,,"{'10-20': 431.8, '0-10': 253.7}"
14.0,13.0,"{'10-20': 2.2, '0-10': 2.5999999999999996}","{'10-20': 1.5499999999999998, '0-10': 0.3999999999999997}",3645.0,532.0,25230.0,"{'10-20': 208.19999999999996, '0-10': -88.65}","{'10-20': 990.5, '0-10': 245.1}",4.0,9877.0,"{'10-20': 365.7, '0-10': 256}",8500.0,7.0,BOTTOM,0.0,0.0,0.0,10,26406.0,10052.0,12633.0,DUO_SUPPORT,28.0,42884.0,14407.0,24715.0,2755.0,69.0,106.0,11247.0,2743.0,1742.0,65.0,6.0,15.0,27.0,True,"{'10-20': 78.00000000000006, '0-10': 33.3}","{'10-20': 375.2, '0-10': 300.3}"
12.0,12.0,"{'10-20': 3.8, '0-10': 0.8999999999999999}",,6676.0,6676.0,8149.0,,"{'10-20': 1060.9, '0-10': 462.3}",3.0,10620.0,"{'10-20': 512.0999999999999, '0-10': 352}",9025.0,8.0,BOTTOM,20.0,8.0,12.0,7,102354.0,28986.0,9552.0,DUO_SUPPORT,47.0,109583.0,32169.0,19375.0,11563.0,55.0,236.0,7228.0,3183.0,613.0,39.0,3.0,3.0,19.0,True,,"{'10-20': 545.6, '0-10': 305.3}"
12.0,12.0,"{'10-20': 1.7, '0-10': 1.5}","{'10-20': -0.5, '0-10': 1.05}",1300.0,652.0,7273.0,"{'10-20': -255.05, '0-10': -118.79999999999998}","{'10-20': 244.7, '0-10': 199.9}",1.0,7069.0,"{'10-20': 310.1, '0-10': 227.6}",6200.0,2.0,BOTTOM,0.0,0.0,0.0,1,6154.0,1250.0,3489.0,DUO_SUPPORT,22.0,19412.0,4765.0,7027.0,1397.0,33.0,99.0,5248.0,372.0,397.0,47.0,13.0,7.0,33.0,True,"{'10-20': 48.19999999999996, '0-10': 47.50000000000003}","{'10-20': 359.7, '0-10': 273.5}"
10.0,11.0,"{'10-20': 0.6000000000000001, '0-10': 0.1}","{'10-20': 0, '0-10': -0.7999999999999998}",1150.0,1150.0,6030.0,"{'10-20': -362.70000000000005, '0-10': -42.74999999999997}","{'10-20': 830.7, '0-10': 498.9}",7.0,10357.0,"{'10-20': 664.1, '0-10': 229.29999999999998}",6900.0,8.0,BOTTOM,0.0,0.0,0.0,6,9740.0,6122.0,7267.0,DUO_SUPPORT,21.0,11863.0,8229.0,13537.0,2443.0,9.0,69.0,2123.0,2107.0,864.0,61.0,8.0,8.0,33.0,True,"{'10-20': 52.94999999999999, '0-10': 29.64999999999999}","{'10-20': 508.5, '0-10': 227.8}"
15.0,14.0,"{'10-20': 3.2, '0-10': 0.1}","{'10-20': -1.6, '0-10': -1.0500000000000003}",13518.0,5211.0,6928.0,"{'10-20': 5.600000000000037, '0-10': 148}","{'10-20': 424.8, '0-10': 367.1}",4.0,11520.0,"{'10-20': 365.29999999999995, '0-10': 220.89999999999998}",10775.0,6.0,BOTTOM,26.0,6.0,16.0,1,90328.0,21223.0,10193.0,DUO_SUPPORT,44.0,102189.0,25768.0,14540.0,11053.0,45.0,263.0,11291.0,4287.0,492.0,65.0,3.0,9.0,35.0,True,"{'10-20': -40.94999999999999, '0-10': -12.299999999999997}","{'10-20': 363, '0-10': 291.7}"
24.0,14.0,"{'10-20': 1.7, '0-10': 1.5}","{'10-20': -0.19999999999999996, '0-10': -0.6999999999999995}",5699.0,3606.0,5144.0,"{'10-20': -251.89999999999998, '0-10': -73.44999999999999}","{'10-20': 607.5, '0-10': 360}",6.0,11377.0,"{'10-20': 357.9, '0-10': 343.1}",9775.0,7.0,BOTTOM,6.0,0.0,0.0,6,5194.0,1667.0,9345.0,DUO_SUPPORT,51.0,74441.0,26493.0,13497.0,1597.0,48.0,227.0,1005.0,900.0,355.0,85.0,15.0,14.0,48.0,True,"{'10-20': 0.75, '0-10': 16.85000000000001}","{'10-20': 444, '0-10': 327.5}"
9.0,13.0,"{'10-20': 1.2999999999999998, '0-10': 1.8}",,1017.0,1017.0,6135.0,,"{'10-20': 751, '0-10': 364.9}",4.0,15520.0,"{'10-20': 724.9, '0-10': 392}",13600.0,16.0,BOTTOM,4.0,0.0,0.0,7,23797.0,10928.0,7764.0,DUO_SUPPORT,21.0,35093.0,14853.0,12947.0,4793.0,35.0,100.0,11295.0,3924.0,1330.0,65.0,8.0,12.0,28.0,True,,"{'10-20': 482.4, '0-10': 318.1}"
28.0,15.0,"{'10-20': 1.1, '0-10': 1.1, '20-30': 0.5}","{'10-20': 0.8999999999999999, '0-10': 0.7, '20-30': 1.5499999999999996}",387.0,387.0,38401.0,"{'10-20': 14.25, '0-10': -30.69999999999999, '20-30': 240.89999999999998}","{'10-20': 564.9, '0-10': 494.6, '20-30': 1235.8}",11.0,9219.0,"{'10-20': 234.3, '0-10': 226, '20-30': 258.4}",8550.0,1.0,BOTTOM,0.0,0.0,0.0,8,5270.0,2665.0,17493.0,DUO_SUPPORT,58.0,24343.0,8232.0,28969.0,758.0,32.0,91.0,7213.0,1676.0,2510.0,85.0,16.0,7.0,41.0,True,"{'10-20': -96.89999999999998, '0-10': 36.19999999999996, '20-30': 156.95000000000002}","{'10-20': 348.4, '0-10': 265, '20-30': 481.1}"
17.0,11.0,"{'10-20': 1.2999999999999998, '0-10': 1.4}","{'10-20': -1.8500000000000003, '0-10': 0.09999999999999964}",1658.0,52.0,17746.0,"{'10-20': -104.24999999999994, '0-10': -165.54999999999995}","{'10-20': 716.3, '0-10': 413.4}",4.0,6326.0,"{'10-20': 281.4, '0-10': 225.1}",6175.0,2.0,BOTTOM,0.0,0.0,0.0,7,3834.0,974.0,8937.0,DUO_SUPPORT,30.0,19966.0,7247.0,13006.0,2234.0,27.0,48.0,4885.0,764.0,162.0,36.0,9.0,3.0,19.0,True,"{'10-20': -16, '0-10': 38.7}","{'10-20': 366.7, '0-10': 235}"
14.0,10.0,"{'10-20': 1.9, '0-10': 1.5}","{'10-20': 1.7500000000000002, '0-10': 0}",55.0,55.0,11016.0,"{'10-20': 68.70000000000005, '0-10': 44.25}","{'10-20': 572.1, '0-10': 394.4}",3.0,6349.0,"{'10-20': 325.29999999999995, '0-10': 213.9}",5725.0,1.0,BOTTOM,0.0,0.0,0.0,6,3569.0,585.0,7728.0,DUO_SUPPORT,24.0,21232.0,6091.0,11622.0,1042.0,34.0,61.0,4616.0,820.0,485.0,32.0,10.0,2.0,19.0,True,"{'10-20': 140.3, '0-10': -20.10000000000001}","{'10-20': 437.4, '0-10': 245.1}"
14.0,13.0,"{'10-20': 0.2, '0-10': 0.8}",,1503.0,826.0,5297.0,,"{'10-20': 570.1, '0-10': 271.5}",3.0,6673.0,"{'10-20': 226.2, '0-10': 201.5}",6385.0,0.0,BOTTOM,0.0,0.0,0.0,5,4319.0,1238.0,7951.0,DUO_SUPPORT,41.0,17526.0,6530.0,12880.0,2590.0,11.0,247.0,554.0,554.0,50.0,39.0,14.0,4.0,35.0,True,,"{'10-20': 403.7, '0-10': 269.20000000000005}"
12.0,12.0,"{'10-20': 1, '0-10': 1.7000000000000002}","{'10-20': -1.25, '0-10': -0.7999999999999996}",795.0,381.0,15477.0,"{'10-20': 132.20000000000005, '0-10': -46.25}","{'10-20': 612.9000000000001, '0-10': 231.1}",3.0,6859.0,"{'10-20': 260.8, '0-10': 178.3}",6100.0,1.0,BOTTOM,0.0,0.0,0.0,4,3651.0,846.0,10363.0,DUO_SUPPORT,21.0,22213.0,5859.0,15788.0,1512.0,31.0,58.0,5933.0,682.0,1021.0,54.0,14.0,5.0,34.0,True,"{'10-20': -43.85000000000002, '0-10': -11.799999999999983}","{'10-20': 352.3, '0-10': 247.2}"
21.0,12.0,"{'10-20': 1.2, '0-10': 1.4}","{'10-20': -0.8000000000000003, '0-10': 0.5}",946.0,904.0,16556.0,"{'10-20': 109.40000000000003, '0-10': -68.94999999999997}","{'10-20': 690.5, '0-10': 192.60000000000002}",2.0,7383.0,"{'10-20': 270.8, '0-10': 197.39999999999998}",6050.0,1.0,BOTTOM,0.0,0.0,0.0,1,3472.0,1115.0,7667.0,DUO_SUPPORT,45.0,21160.0,7465.0,13053.0,12882.0,27.0,88.0,5623.0,592.0,78.0,64.0,8.0,7.0,31.0,True,"{'10-20': 20.599999999999966, '0-10': 45.20000000000003}","{'10-20': 299.4, '0-10': 313.8}"
14.0,11.0,"{'10-20': 1.7, '0-10': 1.6}","{'10-20': 0.8999999999999999, '0-10': 1.1}",2173.0,580.0,14204.0,"{'10-20': -173.9, '0-10': -73.75000000000003}","{'10-20': 609.5, '0-10': 270.9}",3.0,7225.0,"{'10-20': 311.5, '0-10': 216.10000000000002}",7100.0,1.0,BOTTOM,0.0,0.0,0.0,1,1930.0,358.0,8172.0,DUO_SUPPORT,31.0,32436.0,7859.0,12934.0,387.0,35.0,65.0,7233.0,660.0,1686.0,56.0,12.0,6.0,29.0,True,"{'10-20': 1.3500000000000512, '0-10': 39.35000000000001}","{'10-20': 345.9, '0-10': 257.9}"
20.0,13.0,"{'10-20': 1.9, '0-10': 1.5}","{'10-20': 0.34999999999999964, '0-10': 1.0499999999999998}",1258.0,930.0,22858.0,"{'10-20': -241.60000000000002, '0-10': -53.39999999999998}","{'10-20': 652, '0-10': 317.7}",4.0,7277.0,"{'10-20': 325.5, '0-10': 177.4}",6375.0,1.0,BOTTOM,0.0,0.0,0.0,6,1538.0,41.0,9500.0,DUO_SUPPORT,29.0,34059.0,9414.0,14037.0,1411.0,39.0,63.0,6393.0,616.0,1851.0,52.0,5.0,7.0,22.0,True,"{'10-20': 80.00000000000006, '0-10': 32.44999999999999}","{'10-20': 436.5, '0-10': 285.9}"
8.0,11.0,"{'10-20': 1.8, '0-10': 1.2999999999999998}","{'10-20': 3.45, '0-10': 1.1500000000000001}",1531.0,1281.0,2631.0,"{'10-20': -254.25, '0-10': -124.05}","{'10-20': 267.09999999999997, '0-10': 107.3}",2.0,6129.0,"{'10-20': 307.79999999999995, '0-10': 178}",5275.0,0.0,BOTTOM,0.0,0.0,0.0,4,4572.0,447.0,2026.0,DUO_SUPPORT,12.0,22351.0,1638.0,4074.0,2163.0,32.0,96.0,5481.0,0.0,124.0,59.0,5.0,8.0,29.0,True,"{'10-20': 104.94999999999993, '0-10': 8.200000000000003}","{'10-20': 335.9, '0-10': 253.5}"
10.0,12.0,"{'10-20': 1.6, '0-10': 1.8}","{'10-20': -0.8000000000000003, '0-10': 0.7000000000000004}",3125.0,1794.0,4983.0,"{'10-20': 56.30000000000001, '0-10': -75.30000000000004}","{'10-20': 303.5, '0-10': 216.2}",2.0,6418.0,"{'10-20': 204.6, '0-10': 192}",5650.0,0.0,BOTTOM,0.0,0.0,0.0,1,5623.0,517.0,3759.0,DUO_SUPPORT,23.0,27639.0,2760.0,7477.0,6481.0,40.0,168.0,4896.0,0.0,662.0,68.0,10.0,12.0,41.0,True,"{'10-20': -163.25000000000003, '0-10': -37.650000000000006}","{'10-20': 263.79999999999995, '0-10': 243.3}"
11.0,14.0,"{'10-20': 2.5, '0-10': 1}","{'10-20': 0.44999999999999996, '0-10': 0.20000000000000018}",11859.0,2641.0,6194.0,"{'10-20': -24.600000000000023, '0-10': -109}","{'10-20': 562.0999999999999, '0-10': 379.4}",1.0,11281.0,"{'10-20': 484.79999999999995, '0-10': 316.4}",8400.0,10.0,BOTTOM,4.0,0.0,0.0,8,59295.0,22077.0,8632.0,DUO_SUPPORT,37.0,67914.0,24978.0,14956.0,14746.0,45.0,173.0,7209.0,2047.0,891.0,65.0,6.0,13.0,26.0,True,"{'10-20': 119.95000000000002, '0-10': 60.80000000000001}","{'10-20': 540.2, '0-10': 315}"
18.0,13.0,"{'10-20': 2, '0-10': 1.7000000000000002}","{'10-20': 1.6, '0-10': -0.20000000000000018}",1610.0,588.0,22837.0,"{'10-20': -121.94999999999999, '0-10': 154.2}","{'10-20': 541.0999999999999, '0-10': 559.1}",5.0,8107.0,"{'10-20': 303.79999999999995, '0-10': 219.39999999999998}",7275.0,3.0,BOTTOM,0.0,0.0,0.0,5,6060.0,1394.0,13432.0,DUO_SUPPORT,38.0,27090.0,8731.0,19807.0,11859.0,38.0,69.0,8977.0,1489.0,843.0,66.0,7.0,10.0,30.0,True,"{'10-20': 79.30000000000001, '0-10': 19.049999999999997}","{'10-20': 383.8, '0-10': 314.70000000000005}"
13.0,13.0,"{'10-20': 0.7, '0-10': 0.7}","{'10-20': -1.2000000000000002, '0-10': -0.5999999999999999}",2464.0,1138.0,17983.0,"{'10-20': -29.400000000000006, '0-10': 95.50000000000001}","{'10-20': 595.5, '0-10': 264.5}",4.0,8671.0,"{'10-20': 414.20000000000005, '0-10': 169.9}",8625.0,5.0,BOTTOM,0.0,0.0,0.0,7,5482.0,1960.0,7401.0,SOLO,18.0,17907.0,6974.0,13118.0,7038.0,19.0,65.0,436.0,436.0,1260.0,60.0,8.0,7.0,29.0,True,"{'10-20': 67.99999999999997, '0-10': -31.600000000000023}","{'10-20': 408.79999999999995, '0-10': 228.7}"
18.0,14.0,"{'10-20': 0.8, '0-10': 0.8999999999999999, '20-30': 0.7}","{'10-20': -1.75, '0-10': -0.2999999999999998, '20-30': -0.09999999999999964}",1437.0,934.0,9412.0,"{'10-20': 102.75, '0-10': 79.39999999999999, '20-30': -111.5}","{'10-20': 507.9, '0-10': 296.4, '20-30': 1017.5}",7.0,8887.0,"{'10-20': 261.2, '0-10': 240.60000000000002, '20-30': 241.29999999999998}",8375.0,2.0,BOTTOM,0.0,0.0,0.0,2,2025.0,787.0,12765.0,DUO_SUPPORT,64.0,19727.0,10523.0,20999.0,6116.0,26.0,94.0,822.0,822.0,424.0,100.0,22.0,11.0,61.0,True,"{'10-20': -32.650000000000034, '0-10': -24.30000000000001, '20-30': 86.39999999999992}","{'10-20': 319.5, '0-10': 259.6, '20-30': 348.1}"
19.0,12.0,"{'10-20': 0.8999999999999999, '0-10': 1.6}","{'10-20': 0.7999999999999998, '0-10': 0.10000000000000031}",366.0,0.0,7656.0,"{'10-20': -457.35, '0-10': -9.749999999999986}","{'10-20': 299.20000000000005, '0-10': 379.2}",0.0,7243.0,"{'10-20': 340.70000000000005, '0-10': 214.2}",6650.0,0.0,BOTTOM,0.0,0.0,0.0,2,4709.0,1192.0,6544.0,DUO_SUPPORT,23.0,18609.0,5825.0,9350.0,2481.0,26.0,80.0,5994.0,728.0,66.0,53.0,13.0,4.0,33.0,True,"{'10-20': 103.44999999999999, '0-10': 39.75}","{'10-20': 388, '0-10': 273.8}"
19.0,12.0,"{'10-20': 1.4, '0-10': 1.7}","{'10-20': 0.25, '0-10': 0.6500000000000001}",4634.0,2015.0,12898.0,"{'10-20': -53.64999999999998, '0-10': -128.29999999999998}","{'10-20': 406.3, '0-10': 172.5}",1.0,8539.0,"{'10-20': 345.5, '0-10': 202.70000000000002}",7000.0,2.0,BOTTOM,0.0,0.0,0.0,10,4816.0,776.0,7409.0,DUO_SUPPORT,20.0,22627.0,5971.0,9498.0,2110.0,36.0,54.0,8358.0,796.0,170.0,75.0,11.0,9.0,44.0,True,"{'10-20': 89.24999999999997, '0-10': 29.19999999999999}","{'10-20': 367.1, '0-10': 295.7}"
21.0,13.0,"{'10-20': 0.4, '0-10': 0.1}","{'10-20': 1.7500000000000002, '0-10': 0.7999999999999996}",3068.0,2025.0,5211.0,"{'10-20': -346.6, '0-10': -266.09999999999997}","{'10-20': 221.39999999999998, '0-10': 134.5}",1.0,8138.0,"{'10-20': 281.1, '0-10': 234.29999999999998}",7725.0,1.0,BOTTOM,0.0,0.0,0.0,8,3583.0,1630.0,4055.0,DUO_SUPPORT,16.0,18469.0,11210.0,6387.0,14378.0,5.0,54.0,447.0,447.0,202.0,37.0,5.0,1.0,22.0,True,"{'10-20': 47.44999999999999, '0-10': 4.250000000000014}","{'10-20': 439.79999999999995, '0-10': 275.6}"
9.0,13.0,"{'10-20': 1, '0-10': 1.6}","{'10-20': -1.2499999999999996, '0-10': -0.6000000000000001}",5557.0,216.0,18795.0,"{'10-20': -134.35000000000002, '0-10': 60.30000000000001}","{'10-20': 540.9, '0-10': 387.5}",2.0,8734.0,"{'10-20': 286, '0-10': 197.8}",8175.0,5.0,BOTTOM,4.0,4.0,0.0,3,25200.0,6862.0,12917.0,DUO_SUPPORT,23.0,40863.0,10506.0,19220.0,1943.0,39.0,106.0,11458.0,3019.0,2040.0,72.0,9.0,10.0,33.0,True,"{'10-20': -43.900000000000006, '0-10': 0.3499999999999943}","{'10-20': 312.6, '0-10': 256.29999999999995}"
