tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,account_id
CHALLENGER,pjNy94844cI2KtG77qbnX8dBsoIXHL5aKY8lOYgMUYM4Fjb6,수형아,695,99,69,FALSE,FALSE,FALSE,FALSE,g16rCXiJhIfA7Ca63_jmpfNwcVTIGLWNMDJFFtFDwOvXCZ1x1Nq5qwSj
CHALLENGER,darq5OR9IaZCOWLhbbeLKaDAwZGq2Jl8zNoz7SnxYCLBrM0YG13IpKMq6A,ndbg,1131,148,113,TRUE,FALSE,FALSE,FALSE,cOVSeXmZS8Ud4x9x9G8PcJmo3inJ5ezic30YmVxaqG2lfoPp8vffuaxe
CHALLENGER,KvTr-hTjyA7IpRPb1YWeHENZNTn-JF1d38T6WzyjVmjZGP4,샤코대장노령진,618,299,263,FALSE,FALSE,FALSE,FALSE,AZKRfAXmP_EFMefq4AUdbdjSQCcdbI0iZzKrnEypxwV6CMPLI0cqZ8JW
CHALLENGER,NPR1RUadUIEeAn7301SoAieFI7gQalgo6a0dUu_HD7GkUgE,손연우 남편,711,136,100,FALSE,FALSE,FALSE,FALSE,W_gvXHs99w_fdJk5-QU7h3ccTYHpZWuIChqVFjJhx-EF
CHALLENGER,UT658iGohrzbB-uOMFJy0Be4u8h7QWoEw4QwGwgrNQ-Sc1A,튀자튀자아,703,110,78,FALSE,FALSE,FALSE,FALSE,bihRBKAIn5Tox1pCwzJDSN7P5A0CLd3_8hgj84jLNASFIDQ
CHALLENGER,Sn8gvlyzdWog-_SIh4AETlfoYABzPuma_Whq0YgMlfMuohU,Dn1,581,187,142,FALSE,FALSE,TRUE,FALSE,253nzS7B4u7c6IMUZ7vLHp_a2gITzLx_VOp_mfQdez_GhjA
CHALLENGER,ZDnPOGmvuO7MS2gh6w3smcImrKVi1AIyHC4Qihch5ZQrNDrqDb9wfR1MOA,lxc0v0,580,100,53,FALSE,FALSE,TRUE,TRUE,
CHALLENGER,GswQP3sp590J8_odvHH7HjoCeGiVki2P5Y27umZtIGEZUHE,ecnahC,600,330,310,TRUE,FALSE,FALSE,FALSE,4Weu135rvyjy8qa5UjDLJkvkWqHmzS6JaAPlJc1As6YSSuY
CHALLENGER,Fl1_zS3hLrCPl0roFzE1x674YIF90GewItkGQIY9FegBcUEXFgTUzPow7Q,shuoIezaijian,686,104,54,FALSE,FALSE,FALSE,FALSE,BHULR2RUijLSKqy3eClYbkP2Xddt5bvbNvtD-9ytOdnGWnlcYPAQweLE
CHALLENGER,9qiGhGbu2R8T4tfcXAnMema-x7Vg9RLSdFep88QQFR0xrA4,xintai bang bang,942,368,325,TRUE,FALSE,FALSE,TRUE,jfdzczrlTOkKYCLw4FEdVnxvYKgGDKr-y5TU65PrFO9oHmv8M0odH6A3
CHALLENGER,M1IbebY4Fk84r-Cq2ifkTtUqDHKs9ABmNLNq8a3JKohhc-w,ICHIGO ICHIEN,664,230,190,FALSE,FALSE,FALSE,TRUE,wYdSkmdNHQFnQfcxZE_6mSv5GgVoKJrd1pRQSBBzRMflXlE
CHALLENGER,a0t1NVJ60w8DJ6UxdHrlwOtVgY_gC_njZp6LZRWhevABIcU,Liiv OnFleek,612,476,445,FALSE,FALSE,TRUE,FALSE,0H2PYApKaToHKQ0JwXU1qvrmNfJopMyQGrlUe0oAaToP7dY
CHALLENGER,OclYe6c1hEUYsnjT6ajsdLiLor2YTRF4oDShiG23NNzppc8,스물다섯번째밤,676,132,103,FALSE,FALSE,TRUE,FALSE,Zchg2WrkYMX21Q7k8t9ZWXWLNnZ792NwkyNuVwsWYy4fXK5hdawxVAfV
CHALLENGER,pQtuSa0R6sDNDDDpGXBktIYAk2CAAjEoPx61BTpAkF8Wboo,래 뚜,842,337,295,TRUE,FALSE,FALSE,FALSE,ebyX-q50RHeN96VYRU7eerDZYuPT55FOPbmsk6uz1C6a0EE
CHALLENGER,wwp0jHMw0nPnaylkX1glwEmYGQkTD6XwzuayzAia6rzqhrFnskxf9b5VGA,need farm,792,252,219,FALSE,FALSE,FALSE,FALSE,#NAME?
CHALLENGER,MuZ_85RxOC2rAO7V8AWJvFN3XcKFWqaz1fsLwRiO9fMmtPM,Juhana,995,440,399,TRUE,FALSE,FALSE,FALSE,3D4H9K4vktpvE_38CsL7pRLe59XCthMcBv-ragcIcmO0gPbelnzq01Yf
CHALLENGER,Sn9DmYW-Hh3dg1gGTnvNFWKD5eVmL0NSeP57YxAiwXmngQ,Heart,838,277,232,TRUE,FALSE,FALSE,FALSE,sprM_fUxnXT5GyNkqgYO0jjHsSK5BqjKWZ61v9KFB2HD
CHALLENGER,4ltud8VV4GKmkLtRQeGslK6qGWB2tdYA4PRcjgUzocltnYM,혼자 온 세상,748,210,181,TRUE,FALSE,FALSE,FALSE,
CHALLENGER,dYyMfJSeFDkl_5jiOVdA2meKm4fxDO0Mg1ld4Vx7s-mZgm4,Jefl,598,173,136,FALSE,FALSE,FALSE,FALSE,
CHALLENGER,B-RZXlu6x2NYsREyrPc3vYrvWuIB7f30QxUojUAMpKzwaFnyYal76wLHlQ,wono smite,782,110,75,FALSE,FALSE,FALSE,FALSE,
CHALLENGER,MNf10O1zaYqh0mR7kod7vJvRyrR8UaQPGPNgTXEZtkQBwfc,복실복실 태윤,616,129,98,FALSE,FALSE,FALSE,TRUE,
CHALLENGER,Y7nNfpCrzm9i9TfXTgqWq40Ix09QlLLWaWWqKxhS3sLL8H4,18세 기모진,663,214,174,FALSE,FALSE,FALSE,FALSE,
CHALLENGER,8G07x9MUehVmTgbdswuzGdUaJGlH1OA2YXiY6bvfoESPj1I,axczsdasd,869,134,101,FALSE,FALSE,FALSE,FALSE,
CHALLENGER,25Vbzia_17Cf3UCbAkaers8f6dVp0Cc7VqJxCIlmzDpr8-oEJ8KfmQSytQ,zZeus,687,213,179,FALSE,FALSE,FALSE,FALSE,
CHALLENGER,ObFbXWtxGbJn5W76gHDnXSvPzG7LYxkQTuNMSvA0rOjetSAY_nGgkIsJBw,구마유시S2,923,144,98,FALSE,FALSE,FALSE,FALSE,
CHALLENGER,w-HepEN4zD7gOwvZ6Dsek5xJqksDK3ch03FZ94nyX2nH4g,Iove galio,725,267,232,TRUE,FALSE,FALSE,FALSE,EXQpwaYoBmr3XW67W2LH17F5uQA7ih3iuib6HsagF1oe
CHALLENGER,qAZCFI-HlgCZ8Cql0SCysFGSjeIcIpOSWSNKP9MwX00iGg,킹 갓 황 샘,826,259,218,TRUE,FALSE,FALSE,FALSE,Tf5JYRlKnpD3MNtjvsoVDLWbR9ELwAbZ501NosfA_BpX
CHALLENGER,JYOPxeR_Ev8cpZ7mrt0Svmr1NQLLhXWCoyM-JCf85OfPiR4,칼과 창 방패,702,170,136,FALSE,FALSE,FALSE,FALSE,ovey8CGxhJZivliioYT4wmNyldrKNeh_tdbaCgRZh14MZvU
CHALLENGER,4P1YxgOKv3IkAALF_MwCH6pRmKKRRhvjZ0bFTi0AF6txHpo,Back ln Time,572,240,210,FALSE,FALSE,TRUE,FALSE,yYQXEOq9igRK5ZFgUXQMCdozeEaGmqeaCEkOEgjm1UWKIRk
CHALLENGER,l1lDYQQ083cF5ZVb0JAevXTVQOdFsan6jYlY7Y3ePD1jrE8,BRO Roamer,1058,231,174,TRUE,FALSE,FALSE,FALSE,8i48vM5jy8CsE7gx8httiiI_sJs_DSk61ruSCljz1soUeug
CHALLENGER,gOnIqnVuWGqX_HQedD5z0iL-Y7ECoJ5-QqJNx8_bnIoZi4Q,윤용호,975,132,97,TRUE,FALSE,FALSE,TRUE,KecsxlT89zTqYQozRwqL21kU5Djvmste4rL6gPZ6-nz8IRg
CHALLENGER,BmapUG4sOBz4A_f22yfFhRtaieKBDHHjcSwwMg5VSkctmLk,통모짜감자핫도그,569,313,289,FALSE,FALSE,FALSE,FALSE,J5GpYCGWivhOYIg18poT9BZz00hbcppyfCi2I2TwiCjcJs7SkTs7ajZq
CHALLENGER,DRRHd-yN91vFhRZihIVflKj90bUXONPIupUILm7hKvbB2s8,방종하다,643,180,151,FALSE,FALSE,FALSE,TRUE,IvZ8rCTTz6-0oIcAnlLD5C11civCQxFZwNwDfoyE_nMu8g5juIaVm5w4
CHALLENGER,ofDfS8KPDvqOeGyzQmPvFh-FtFCDxx_38-Q1gQvBZfXSV94,Fox B Cookie,645,185,153,FALSE,FALSE,FALSE,FALSE,p-nhuE8Bbxbm3kkc4NJdw088ktTCAhSfOcOWcAsrsEmy9oovdIGxa_rH
CHALLENGER,NgB_9BPcyz8o1R2bXa-NttiJQXAYhY_DW3qT07NUESkiZfU,률 qiang,582,117,70,FALSE,FALSE,TRUE,FALSE,83Z1yD6caBBHqxmSYwbAMbicjwjlWsxZHqFrHuxPKfsCUZ8xqLiSI8Pn
CHALLENGER,IQzI_pmJF1BVC6xrgKj5-nXePAjI_882KKZNfLONw5i8Xwo,교잘도,636,108,76,FALSE,FALSE,FALSE,FALSE,gFJwZ1cUS4lj1_c6VuxQCOckt_0ZiI1bLqab9UW-8JTuS0dheFqEZ1FQ
CHALLENGER,bN93cb19SLQ1kksNR_VtIzFRIub6Cr--gu0vvnCxvf9f-GI,FA MlD,961,261,213,TRUE,FALSE,FALSE,TRUE,sK2hLsVGEQ869oNenXef1NmNfgEE4DwARuWDUJdJAo75S9XlE1Obd014
CHALLENGER,Pe5C3A8-IpWYJK9sz0FwbNGDaRw2m6RAEt3VnM2tJVoElJo,HLE Deft1,742,267,234,FALSE,FALSE,FALSE,FALSE,5_F5FMp2I0TjXIf07YGecjNQUyocBqPuLJVzpW0z1Sguc2M
CHALLENGER,FwnG2Y1lrUIWFPTlC9N0fgWCY716rgAv0YaG_7EjQEEUHsg,116310,921,354,274,TRUE,FALSE,FALSE,FALSE,DVG8sGWx8Bbyy3SYgu17tmrsnsJrD8YIc_V7s2RfuvqNMn01-f8u53oG
CHALLENGER,1tZCIZJoH1Q-PifdeAbwKLoZNFTqxtaTPXsjj1X7u-ZWXm8,의연하게대처하다,585,156,121,FALSE,FALSE,FALSE,FALSE,YGglCuKd_6hYmEjhIrwFIoSBS-iGtOehO2Xz1RFuTEl7y0DB_RVxd7ae
CHALLENGER,4i_iVKqtr6eMAWjLVIZeedqbIw7TymeobAxjceFuJRE1cOk,전광진,705,274,242,FALSE,FALSE,TRUE,FALSE,DpeoyNNcUzUcsbI1smOlPyNDLEBmuG8fcOwQi3HnKD5-gjvS9IhUe9op
CHALLENGER,8niuiPY61m4PrmjirzJVXKWFBSuA6y9WU_Zng0gmfpzRSJ8,서렌누르면대충함,777,177,132,TRUE,FALSE,FALSE,TRUE,7ZNMCI8FkvrRT_NBypBRiwnewfBu9s9wlvU4ERpb4qCWIOU6hVIuVofa
CHALLENGER,u7tYj4lrnCeygdHRy6yYncY5y-0BaLn6lSXlKa9xlzGmTM36SX0ND8UHVA,wybaby,579,145,96,FALSE,FALSE,TRUE,FALSE,B6soncJDOa59N6qgENshHJVsRrxOCZEz6L_NgWM9BkmtBB9uvUXSsapp
CHALLENGER,2qNB5MjZMBJ9Y1iiVYhkuTkdUJUf5sOgW00jleCraaqZ31Q,beccazz,856,222,170,TRUE,FALSE,FALSE,FALSE,ahvW_8NrRdciDBxWaffSQo1v0hyc4_pLiGiuBcDVRT9Yt8uMXLIyP198
CHALLENGER,xy9cGTGojhwfQe9wAd_NqXR1DI05DF3YuUWTRLY0EVlviusIp4ovxShxeQ,TwitchTV 지미321,668,104,65,FALSE,FALSE,FALSE,FALSE,fL4XQ8JQs8cn8F5Hc56k260UQ24ZdT6INNoUXgzRCcpJOMF3T6MRCCgK
CHALLENGER,yqpYZxdDjfjaEn4tHDpyTWU1A4rMOT_bBo4G-PJg1xGI01Y,IlIiillIiiI,736,146,90,FALSE,FALSE,FALSE,FALSE,vFW74OTIZvCGKnsELDOMoctj0LL_iyaWSEkN6xhBWFG6YBg
CHALLENGER,JlNeWGHocyz3SdwNbQqQwpkgR1YgAd9a7W2X-Wcku4h09dY,T1 F0rest,589,522,498,FALSE,FALSE,TRUE,TRUE,VI1fI9ibKtvFMBoCvTo2DY6JYEbg_ri5t1HsJBCP6cEH86tcMXQ9dhut
CHALLENGER,J-lZkMEH7hoNZwDDS6S0NI9mgYtjcRJHw6ZWfnOW6FfqL4M,에르피디,662,125,100,TRUE,FALSE,FALSE,TRUE,jLRst0TNXjKOD5QQLK7trC-Yt4jS1frLHGiV-yYVVLh-p1Q
CHALLENGER,DE0pyvKnmccAFXSc-mio0Bock--LVdU6uIP6CrPyYaaLorc,별사탕이좋아요,856,236,195,TRUE,FALSE,FALSE,FALSE,Wb9QqCHkS4IdS1ccYSOT_5PTiutei31A8S6zl9WCHCEYPkQ
CHALLENGER,kGGKc1qEI-t4f5Rsvb7xgyBtDyCu9fQVIa6jPWyyIet4ahA,은가뉴,761,137,101,FALSE,FALSE,FALSE,FALSE,t0NszbAHSZiThQIvsJcMnEWJAcPGAVZ0HgRRUaFZOjTeTzk
CHALLENGER,vmkC7JjaTQQ1-80aPVYloQFpV7x_vkCRLNFjgYD84YoOVMx6-FQn82U7zA,dIwlrma8,736,89,61,FALSE,FALSE,FALSE,FALSE,FIGsNsM-S9WQTLyCwtZQ5sqyoT0GAvSEC2ikqImt9K1LYX6CgX3BtRdn
CHALLENGER,hIyedRjzutJwLjDKWELMZjURNV0NdFWFZZqxSiW2ZP-onjOx-7bSCdlI1w,Lpc5,684,292,250,FALSE,FALSE,FALSE,FALSE,Mrv9kjfSIcewtHmMOZDgO960zA1dz_gAbBtM5nhidkZwZ8dcX1SSOzEI
CHALLENGER,JQd8diaXzJbueJ2BMPw5h4uxI-zUjFrwAD5-FzLPElyNlSk7BitQT7CQVQ,fashion여자,720,184,145,TRUE,FALSE,FALSE,FALSE,WyQfmSdTsJqNWE0vlHj3x-zj_wAwEYtb_i7cpmOUUnWX_GSFsTxMpFS3
CHALLENGER,aYFgmlINYFwTF-lzj6-XhgxLKRtvpT4DeAp4UVxeY7JB5EQ,Gragaz,939,361,307,TRUE,FALSE,FALSE,FALSE,dG4H4wiadW_pZe0he34Qjko0K8f7t13k8mFGZ6AaKZWV4_s
